title,artist,album,isrc,platform,trackId,duration,addedDate,addedBy,url
"Crimson Cheeks","Dustin Zahn","Gain of Function",GBLTF2100150,tidal,284465235,319s,,,http://www.tidal.com/track/284465235
"Live Take","Harpoen (Jeroen Search & Albert van Abbe)",DRUM001,NLCK41049444,tidal,94884601,429s,,,http://www.tidal.com/track/94884601
"Rippin' & Skippin'","Ben Sims","Gamma Ray Subway",FR9W11719180,tidal,85562603,283s,,,http://www.tidal.com/track/85562603
A1,Amorphic,"Amorphic 01",GBSAD2200050,tidal,216517840,375s,,,http://www.tidal.com/track/216517840
"Let Me Hit That Ass (Traxman's Back To Da Sound Rework)","Robert Armani","Work That",DEK601782008,tidal,73459608,377s,,,http://www.tidal.com/track/73459608
"Huge (Original Mix)","DJ ESP Woody McBride","I Am Psychic You Know...",USQNQ0810057,tidal,11374158,196s,,,http://www.tidal.com/track/11374158
"elvis has left the building","Vladimir Dubyshkin","Budni Nashego Kolhoza",UKMH51900064,tidal,216046125,306s,,,http://www.tidal.com/track/216046125
"New Dawn (Idealist Remix)","Insect O.","Atacama (Remixes)",DEED40600225,tidal,114283801,416s,,,http://www.tidal.com/track/114283801
X-5684,SP-X,"Voltage EP",BEP860800059,tidal,10630907,366s,,,http://www.tidal.com/track/10630907
Mirrorless,Asymmetrik,"Parallel Reality",CH6542201880,tidal,212018037,333s,,,http://www.tidal.com/track/212018037
Solaris,Vakat,Dah,CH6542217828,tidal,220233860,473s,,,http://www.tidal.com/track/220233860
Nadi,Ignez,"Nadi EP",BEN582100941,tidal,225914339,332s,,,http://www.tidal.com/track/225914339
Abnormality,Asymmetrik,"Parallel Reality",CH6542201877,tidal,212018039,367s,,,http://www.tidal.com/track/212018039
"127 Lucid Dreams","Sebastian Cappato","122 of Acid, Sci and Mental Experiments, Vol​​​. ​​​2",CH6542328870,tidal,286481402,351s,,,http://www.tidal.com/track/286481402
"Into the Black Sun","Mateo Hurtado","The Tyranny of Light",CH6541677970,tidal,205540844,512s,,,http://www.tidal.com/track/205540844
"Nerve Scratch","Marc Faenger",Carve,NLCK42235842,tidal,313663596,322s,,,http://www.tidal.com/track/313663596
"System of Cells",RNXRX,Impreciso,DEFB42100560,tidal,180769149,265s,,,http://www.tidal.com/track/180769149
Odium,Yanamaste,HYS.K001,NLCK41048501,tidal,91701304,422s,,,http://www.tidal.com/track/91701304
"Echus Chasma","Yan Cook","Echus Chasma EP",NLCK41076192,tidal,162386541,336s,,,http://www.tidal.com/track/162386541
Radaris,"Jeroen Search","5 (Part 2)",NLC8K1400175,tidal,118877459,377s,,,http://www.tidal.com/track/118877459
Anathema,Sciahri,"Devotion Part 3",NLCK41038942,tidal,73192059,378s,,,http://www.tidal.com/track/73192059
"I'm Done Being Drained","Fluid Ghost","Persuasion Deluxe",TCAGH2242724,tidal,236310562,258s,,,http://www.tidal.com/track/236310562
"Namegotae (Original Mix)",Igacorosas,"Mirinae 미​리​내",CA5KR2317352,tidal,268578358,443s,,,http://www.tidal.com/track/268578358
"B1. Leveling (Toki Fuko Remix)",Morpha,"Million Details",QZMHK2328471,tidal,312387889,436s,,,http://www.tidal.com/track/312387889
"Three Chains","Big Ever","Three Chains / Nature",UK9AV2301160,tidal,303267200,266s,,,http://www.tidal.com/track/303267200
"Resonator 1","Mike Parker",Resonator,USBZR0500101,tidal,130587740,541s,,,http://www.tidal.com/track/130587740
"Gaueko III",Judy,Gaueko,NLCK42218306,tidal,244630601,379s,,,http://www.tidal.com/track/244630601
"Square Side","Patrick Siech, Sandra Mosh","Relicta - EP",GBUR62000143,tidal,173661462,390s,,,http://www.tidal.com/track/173661462
"Tjejer (DJ Lily Dehydrated Mix)","Emma Nydén","Tjejer (DJ Lily Dehydrated Mix)",SE6PP2300304,tidal,291051237,261s,,,http://www.tidal.com/track/291051237
"Nueva Era",Gronotek,"AIR I",CA5KR2347702,tidal,294467352,275s,,,http://www.tidal.com/track/294467352
"Third Eye (Original Mix)","Augusto Taito","Light In The Dark",DEY472375993,tidal,305201524,361s,,,http://www.tidal.com/track/305201524
Rubarb,"Kichi Kazuko",OCLK007,NLCK42231547,tidal,296606992,420s,,,http://www.tidal.com/track/296606992
"Headspace (Bambounou Remix)","Reformed Society","Bend the Wave",DECH61900016,tidal,284770202,425s,,,http://www.tidal.com/track/284770202
Pr3,Muzmin,"Trenches EP",NLCK41092944,tidal,204412319,326s,,,http://www.tidal.com/track/204412319
"Funeral Translúcido",Finalversion3,"LA ESTRUCTURA DEL SILENCIO",NLCK41068532,tidal,145134660,354s,,,http://www.tidal.com/track/145134660
"Vecksam (Alderaan Remix)",Blovk,Vecksam,FRX202298885,tidal,235376722,365s,,,http://www.tidal.com/track/235376722
Hypnopotamus,Prisheletz,Unity,NLCK41069800,tidal,147658040,380s,,,http://www.tidal.com/track/147658040
MDZhB,Pessimist,"Blue 09",DEG932202968,tidal,237878995,438s,,,http://www.tidal.com/track/237878995
"Rainforest aft","Anima Mundi","Anima Mundi",NLCK42220535,tidal,256202100,369s,,,http://www.tidal.com/track/256202100
"Jumping Pound Creek","Ryan James Ford",Exshaw,NLL562110966,tidal,197824449,278s,,,http://www.tidal.com/track/197824449
"Red Alert (Mix 2)",Hertz,"Red Alert",SE5MG2340304,tidal,273550734,429s,,,http://www.tidal.com/track/273550734
"The Roomer",Deas,"UTIL 03",DEU672201369,tidal,256639005,349s,,,http://www.tidal.com/track/256639005
"Finding Light",Snakebite_616,"Connection Between EP (featuring Volster Remix)",NLCK42225245,tidal,271857195,460s,,,http://www.tidal.com/track/271857195
"Please, Proceed","Anton Fedotov",VI,NLCK42220529,tidal,256202082,348s,,,http://www.tidal.com/track/256202082
Zhen,"Zaur Gapienko","NECH018 Corfu LP",DECY52102473,tidal,206483780,332s,,,http://www.tidal.com/track/206483780
"Dj Deel Needs His Angel Dust","Anton Fedotov",VI,NLCK42220528,tidal,256202081,302s,,,http://www.tidal.com/track/256202081
"Event Horizon","Chloe Lula",Synergy,DEF272335604,tidal,293163038,261s,,,http://www.tidal.com/track/293163038
"A1R (V i L Remix)",Moddullar,A1R,QZ5FN1755561,tidal,88662136,460s,,,http://www.tidal.com/track/88662136
"Crash Birth","Roll Dann","Save The Energy EP",GBBVL2005734,tidal,136473793,331s,,,http://www.tidal.com/track/136473793
"Vera Icon",Surit,"Behaviour of Matter",GBKQU2225544,tidal,223519361,354s,,,http://www.tidal.com/track/223519361
Electrified,Oxygeno,"Mirror Of Confusion",NLCK41085604,tidal,181875132,311s,,,http://www.tidal.com/track/181875132
KB1,Tensal,K,NLCK42221084,tidal,256819335,362s,,,http://www.tidal.com/track/256819335
"Gun And Run",UVB,"V/A (Perc + Remco Beekwilder + UVB + Jerm)",NLCK42220170,tidal,253627086,276s,,,http://www.tidal.com/track/253627086
"Digisynaptic Resonance",1NC1N,"The Butterfly Effect LP",NLCK41047991,tidal,89565750,408s,,,http://www.tidal.com/track/89565750
Nosebleed,"Minimum Syndicat","Joyless Euphoria",FR10S1867627,tidal,85339280,361s,,,http://www.tidal.com/track/85339280
Formulant,"Silicon Scally","Skoda Banger EP",NLL561908511,tidal,120037369,300s,,,http://www.tidal.com/track/120037369
"Abdominal Pain",Unhuman,"Nylon Speech",DEMM41901064,tidal,109687390,273s,,,http://www.tidal.com/track/109687390
"The Descending Passage",Uun,Proletarii,GBBVL1905471,tidal,109597741,331s,,,http://www.tidal.com/track/109597741
"Cruelty Is Nothing New",Uun,Proletarii,GBBVL1905472,tidal,109597742,355s,,,http://www.tidal.com/track/109597742
Surrender,Teatre,"Self-Aware IV",CA5KR1925419,tidal,108116716,371s,,,http://www.tidal.com/track/108116716
"Blinding Truth (Original Mix)","Xhin, Perc",Untitled,DEH741203176,tidal,200613790,386s,,,http://www.tidal.com/track/200613790
"Scripture and Virtue",Uun,"Hell Is Empty EP",NLCK41054605,tidal,107757047,358s,,,http://www.tidal.com/track/107757047
"Nullpunkt #3",LEVL,"Levl #2",DEXB61900015,tidal,128943173,392s,,,http://www.tidal.com/track/128943173
Impulse,"Forest Drive West",Impulse,BEZ352000070,tidal,147057001,442s,,,http://www.tidal.com/track/147057001
"The Barrens (Original Mix)","4 6 2 5",4625-001,CAX1P1800017,tidal,120026014,503s,,,http://www.tidal.com/track/120026014
"Indifferent (Phase Fatale Remix)",Desroi,Indifferent,DETB31700042,tidal,78116440,358s,,,http://www.tidal.com/track/78116440
Miroir,"Sina XX, U.R.Trax","Body to Body",FRS182077179,tidal,159270090,347s,,,http://www.tidal.com/track/159270090
Nebulosa,VSK,"Grida e Caos EP",NLCK41059069,tidal,117595816,368s,,,http://www.tidal.com/track/117595816
"Tape 9",Zadig,"Lost Tape 3",CH6542321198,tidal,279483091,286s,,,http://www.tidal.com/track/279483091
"Must Be Loud","Stanislav Tolkachev","MORD x RYC",NLCK42231634,tidal,296969922,324s,,,http://www.tidal.com/track/296969922
"Stellar Rain",Polygonia,"Into the Scandinavian Forest",NLCK42224658,tidal,270314041,421s,,,http://www.tidal.com/track/270314041
"Light Trail","Border One","Light Trail EP",BEN582300222,tidal,297917385,344s,,,http://www.tidal.com/track/297917385
"Time Spiral",Xhin,"Shift Ltd 001",SGA901788010,tidal,199975975,390s,,,http://www.tidal.com/track/199975975
"Sweet Protocol","Stefan Goldmann","Tears Of Joy",DEKA51100427,tidal,314939568,339s,,,http://www.tidal.com/track/314939568
"The Hour","Hendrik van Boetzelaer","Zero Hunger",FRIDO2110835,tidal,179740308,355s,,,http://www.tidal.com/track/179740308
"Drive 6 (Edit 2)","Fumiya Tanaka","Drive EP",DEF270118013,tidal,227031669,305s,,,http://www.tidal.com/track/227031669
"Core Facts",Vulkanski,"Skeptical Answers",DEMM42101230,tidal,183057728,363s,,,http://www.tidal.com/track/183057728
"La Fin du Debut","La Fraicheur","Tabula Rasa",UKN6K2002400,tidal,180050633,342s,,,http://www.tidal.com/track/180050633
Nemir,Lag,Unrest,NLCK41032900,tidal,86362115,385s,,,http://www.tidal.com/track/86362115
Synergy,Jacobworld,DRR006,GBKQU2221668,tidal,221170587,338s,,,http://www.tidal.com/track/221170587
"Monikin Rizek",Olga+Jozef,"Rxxistance Vol. 4: Xpression, Mixed by DJ Pepo (Continuous Mix)",ESA060410511,tidal,175064761,146s,,,http://www.tidal.com/track/175064761
"Hydraulix 13.5 A (Dave The Drummer & Alex Calver Remix)","D.A.V.E. the Drummer","Hydraulix 13.5 (Remastered)",GBKQU1639396,tidal,71871371,465s,,,http://www.tidal.com/track/71871371
"Wie Viel Haut (Randomer Remix)",Schwefelgelb,"Der Rest Der Nacht",NLCK41085245,tidal,185324018,288s,,,http://www.tidal.com/track/185324018
"Ego Kills","Marco Faraone","Any Good Vibe?",GBLTF2300132,tidal,309048304,354s,,,http://www.tidal.com/track/309048304
Ghana,"Marco Faraone","Any Good Vibe?",GBLTF2300133,tidal,309048305,347s,,,http://www.tidal.com/track/309048305
"That's Right",MASINO,"That’s Right EP",GBKQU2373418,tidal,309912258,379s,,,http://www.tidal.com/track/309912258
Deliquesce,Sorcery,Deliquesce,DEU672300953,tidal,300579703,331s,,,http://www.tidal.com/track/300579703
"Man of Sorrows",Orphx,"The Way Through All Things",USM2Q0800961,tidal,287102948,381s,,,http://www.tidal.com/track/287102948
"Alignment feat. Radical Softness (Original Mix)","Znzl, Radical Softness",Ancestraldatabreach,NLCK42235103,tidal,310369573,337s,,,http://www.tidal.com/track/310369573
"Crowd Control (Original Mix)",Perc,"Wave Cannon EP",NLCK42228973,tidal,286167814,345s,,,http://www.tidal.com/track/286167814
"Devil In My Pants","Marko Nastic","Recyclopedia Eclectronica",SIA040400007,tidal,20801877,389s,,,http://www.tidal.com/track/20801877
MA1,Tensal,M,NLCK42234587,tidal,308739536,393s,,,http://www.tidal.com/track/308739536
Born,"Dynamic Forces","Glory Heat EP",NLCK42229972,tidal,290641083,391s,,,http://www.tidal.com/track/290641083
Falcon,Anthro,"New Blood VA",NLCK42216545,tidal,236236750,314s,,,http://www.tidal.com/track/236236750
"Be Mine",A.Morgan,Oddbox,NLCK42232258,tidal,299446534,389s,,,http://www.tidal.com/track/299446534
"Old Ale",Fixon,"Drink And Resist",QMSL31950390,tidal,302260843,347s,,,http://www.tidal.com/track/302260843
"Means To An End",Secus,"Visions 02",NLCK42225363,tidal,272316414,352s,,,http://www.tidal.com/track/272316414
"Date Night","Alessandro Cocco","Date Night",NLCK42233096,tidal,302928334,327s,,,http://www.tidal.com/track/302928334
"Tráfico de Influencias","Martin Stagnaro","Tráfico de Influencias",QZTV32317956,tidal,304575912,345s,,,http://www.tidal.com/track/304575912
Athanor,"Arnaud Le Texier","Dial Down",NLCK42230960,tidal,294912173,314s,,,http://www.tidal.com/track/294912173
"Odd Glyphs",Leiras,"Odd Glyphs",NLCK42231950,tidal,298067408,267s,,,http://www.tidal.com/track/298067408
"Brightest Cluster",Burden,"Dissonanza Cognitiva EP",NLCK42226592,tidal,276870995,359s,,,http://www.tidal.com/track/276870995
"Kosmos (Original Mix)","Arnaud Le Texier","Connection Series #A8",DEKB72085032,tidal,303184561,303s,,,http://www.tidal.com/track/303184561
Pure,Veruah,Pure,GBKQU2315434,tidal,278254698,344s,,,http://www.tidal.com/track/278254698
A1,"Udolph, Zisko","Family Business",GBKQU2386679,tidal,316857594,322s,,,http://www.tidal.com/track/316857594
"Primal Soul","Black Girl / White Girl",Delusion,USA2P2328992,tidal,297896560,301s,,,http://www.tidal.com/track/297896560
"Sonof (Remastered 2021)","Speedy J","Loudboxer(Remastered 2021)",GBAJH0200074,tidal,264940689,261s,,,http://www.tidal.com/track/264940689
Gate,"The Miller","Past & Present EP",NLCK42236301,tidal,315083533,271s,,,http://www.tidal.com/track/315083533
"This Is The Way",Seigg,"AKRONYM SERIAL 2",NLCK42236070,tidal,314587605,342s,,,http://www.tidal.com/track/314587605
Conversion,VIVEZ,Circular,DEH742317877,tidal,308415303,322s,,,http://www.tidal.com/track/308415303
Reshape,Altinbas,Reshape,NLCK42235923,tidal,313842836,279s,,,http://www.tidal.com/track/313842836
"The Prophecy","Claas Herrmann, d.aiff","Rollercoaster EP",DEKB72067389,tidal,215070699,322s,,,http://www.tidal.com/track/215070699
"My Body","DJ Physical","Pickin A Victim",FRDX62305360,tidal,296413429,326s,,,http://www.tidal.com/track/296413429
"All This Was Fire","Héctor Oaks","All This Was Fire",QZHPJ1954480,tidal,293834556,401s,,,http://www.tidal.com/track/293834556
Glow,"Elad Magdasi",Glow,UKN6K2201219,tidal,240214153,415s,,,http://www.tidal.com/track/240214153
"Recreate (Slam Rework)","Slam, Hertz","Archive Edits LP",GBBVL1912409,tidal,209167022,356s,,,http://www.tidal.com/track/209167022
Greetings,Frederic.,Fainted,UKN6K2201970,tidal,259399705,325s,,,http://www.tidal.com/track/259399705
"Satswai Narrative","Part Time Killer",Planecrash,UKN6K2201229,tidal,240214171,475s,,,http://www.tidal.com/track/240214171
"New Born Feelings (Julian Muller Remix)","SWEL aka Slim Steve","New Born Feelings",UKN6K2003662,tidal,262491706,371s,,,http://www.tidal.com/track/262491706
"What's Poppin (Narciss' Champagne Poppin Remix)",Versus,"Quit Asking EP",NLCK42210354,tidal,214480141,348s,,,http://www.tidal.com/track/214480141
"DOA (Original Mix)",Plaintiffs,"VA Essential Memories EP Part II",NLCK41063941,tidal,138398364,412s,,,http://www.tidal.com/track/138398364
"I Burn You (Original Mix)",Cadency,"VA Essential Memories EP Part II",NLCK41063943,tidal,138398366,381s,,,http://www.tidal.com/track/138398366
Recreate,Hertz,Perspective,SE5MG0580103,tidal,68338792,322s,,,http://www.tidal.com/track/68338792
"Pleasure Unit","Tim Taylor, DJ Slip","Pleasure Unit",UKACT1930700,tidal,109274488,366s,,,http://www.tidal.com/track/109274488
"Becoming This (Original Mix)","Goncalo M","Becoming This",GBKQU1776592,tidal,78760769,374s,,,http://www.tidal.com/track/78760769
"Sad Raver (Original)","Nene H","Scene Analysis EP",NLCK41078408,tidal,164911755,270s,,,http://www.tidal.com/track/164911755
Capsize,WAST,"Black Demon",QZS662184218,tidal,191065415,344s,,,http://www.tidal.com/track/191065415
"Falling Lines (Pangaea Remix)","Blue Hour","Remixed 02",UK6491400033,tidal,74527165,389s,,,http://www.tidal.com/track/74527165
"Polytoxic Spoilage (TRQ-30 Nastalgia Remake)",Gregoire666,"Area41 Appearance1",DEH742179157,tidal,208355110,272s,,,http://www.tidal.com/track/208355110
"Roll The Dice",Forcesupreme,"Funkfragment E.P.",NLC050400072,tidal,101135526,432s,,,http://www.tidal.com/track/101135526
"Night Genesis",Chlär,"Optimized Grooves",DEH742220508,tidal,243798481,366s,,,http://www.tidal.com/track/243798481
"Keep Your Love","DJ Misjah","Purple Road EP",NLC050201470,tidal,101910625,505s,,,http://www.tidal.com/track/101910625
"It's a Common Thing",Chlär,"It's a Common Thing",UKN6K2100801,tidal,215382963,333s,,,http://www.tidal.com/track/215382963
"Maximum Performance",Chlär,"Optimized Grooves",DEH742220506,tidal,243798479,294s,,,http://www.tidal.com/track/243798479
"Synaptic Discussion",Chlär,"Optimized Grooves",DEH742220510,tidal,243798483,376s,,,http://www.tidal.com/track/243798483
Body-Ego,Schwefelgelb,"Ich Bin Wach",NLCK42232410,tidal,300213613,314s,,,http://www.tidal.com/track/300213613
Assembly,"Mython, Karenz, Pesante",Encounter,DEH742319326,tidal,310181409,309s,,,http://www.tidal.com/track/310181409
"Berlin Grammar",Cressida,"Vague Weight Vol. 1",NLCK42224259,tidal,269611639,435s,,,http://www.tidal.com/track/269611639
Moonlit,Avant.OCS,"Prototype II",NLCK42236655,tidal,316854542,327s,,,http://www.tidal.com/track/316854542
"So You Wanna Be Hardcore",Hyden,"So You Wanna Be Hardcore",FRDX62308460,tidal,316103411,326s,,,http://www.tidal.com/track/316103411
"Ow Yes",Maharti,"Ow Yes",FRDX62308450,tidal,316103403,282s,,,http://www.tidal.com/track/316103403
"Gestures of Rebellion",MarcelDune,"In Tandem",NLCK42229895,tidal,290632845,304s,,,http://www.tidal.com/track/290632845
velds1,"Vel, LDS",velds1,FRDX62308390,tidal,315835266,300s,,,http://www.tidal.com/track/315835266
"Independence Creating Distance",MarcelDune,"Sunday People",NLCK42233302,tidal,303519095,300s,,,http://www.tidal.com/track/303519095
"Titan Siren",Paleman,"Exalted EP",NLL562200258,tidal,276047746,322s,,,http://www.tidal.com/track/276047746
"Planetary Lab 1","Franz Jager","We Forever",DEH742156885,tidal,177530058,297s,,,http://www.tidal.com/track/177530058
Egalize,DeNiro,Coachella,UKMH51900121,tidal,216046228,309s,,,http://www.tidal.com/track/216046228
"Team of Mules",MIKROTAKT,"The Face of the Unknown",NLCK42232682,tidal,301216912,334s,,,http://www.tidal.com/track/301216912
"Dark Line",Deas,"Tanzhaus EP",NLCK42234061,tidal,307100772,337s,,,http://www.tidal.com/track/307100772
"Arms Open",Hemissi,"Nuance EP",BES132200051,tidal,241142821,283s,,,http://www.tidal.com/track/241142821
"Görlitzer Groove","Mython, Morgenstern",Encounter,DEH742319329,tidal,310181413,363s,,,http://www.tidal.com/track/310181413
Injured,Karenz,Encounter,DEH742319328,tidal,310181411,272s,,,http://www.tidal.com/track/310181411
Encounter,"Morgenstern, Mython",Encounter,DEH742319327,tidal,310181410,341s,,,http://www.tidal.com/track/310181410
Ryu,"Tobhias Guerrero","PHTM VA 2",QZMHK2343001,tidal,322390173,301s,,,http://www.tidal.com/track/322390173
"Recal (Alexander Kowalski Remix)",J.Blofeld,"Trig Skude EP",BES132300028,tidal,288585458,372s,,,http://www.tidal.com/track/288585458
"Ú Je Je","Bjarki, Kuldaboli","Clubs Are Closed Vol. 1",GBJX32144005,tidal,283552917,247s,,,http://www.tidal.com/track/283552917
"Stuck Off The Realness (Original Mix)","Kenji Hina","Shibuya District EP",NLCK42215929,tidal,242605325,376s,,,http://www.tidal.com/track/242605325
"No War in the Summer","DJ Preach","No War in the Summer",CABZ50300078,tidal,245501762,420s,,,http://www.tidal.com/track/245501762
"Way of Life (Technasia Epic Mix)","Dave Clarke","Way of Life (The Remixes)",GBBMQ0900259,tidal,63624724,363s,,,http://www.tidal.com/track/63624724
"Kops Are Komin",Krokodil,"Clubs Are Closed Vol. 1",GBJX32144003,tidal,283552912,274s,,,http://www.tidal.com/track/283552912
"Hotwire (Original Mix)","D.A.V.E. the Drummer","Hydraulix 13.7 (Remastered)",GBKQU1639398,tidal,71870852,485s,,,http://www.tidal.com/track/71870852
Diffusion,"Vegas Soul",Vegas/Diffusion,BEZ452208528,tidal,246055727,354s,,,http://www.tidal.com/track/246055727
"Trouble (Club Mix)",Cominotto,Trouble,DEA310908533,tidal,64201829,369s,,,http://www.tidal.com/track/64201829
"Respect The Deejays (Shaun Mauren Remix)","Elton D","Best Of Capital Techno Vol. 2",GBKQU1156824,tidal,55802710,431s,,,http://www.tidal.com/track/55802710
"Signing Your Own Post","Funk Assault","Minimum One Post a Week",DEH742315800,tidal,301945697,320s,,,http://www.tidal.com/track/301945697
